Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-74.03658	-118.0146	43.97797	0.0740845	0.120742	0.00882522	0.0100797	0.0312646	0.0137659	0.0295363	0.00803482	0.0284478	0.00063898	0.0106709	0.000728205	0.0712386	0.00245835	0.00701691	0.00312476	0.00984672	0.0685762	0.0326698	0.013504	0.0251068	0.00739271	0.00224638	0.0430679	0.0254202	0.00490026	0.0344317	0.00186353	0.0192501	0.00308989	0.0218903	0.0138235	0.0132017	0.0824989	0.0486766	0.331433	0.583574	0.84533	1.18297	1.71358	3.0172	0.7985058	0.0830438	0.135343	0.00989248	0.0112987	0.0350455	0.0154306	0.0331083	0.00900649	0.0318881	0.000716254	0.0119614	0.000816268	0.0798537	0.00275564	0.00786548	0.00350264	0.0110375	0.0768693	0.0366207	0.0151371	0.0281431	0.00828673	0.00251804	0.0482762	0.0284944	0.00549286	0.0385956	0.00208889	0.0215781	0.00346356	0.0245376	0.0154952	0.0147982	0.0924757	0.0545631	0.365094	0.634906	0.3650939	0.8921144
396	-76.15831	-119.7731	43.61478	0.170582	0.0809672	0.0279878	0.0287482	0.00838101	0.00632059	0.0165181	0.0394765	0.0639846	0.0500864	0.0261206	0.000997965	0.00694826	0.0354355	0.00300554	0.029299	0.0859553	0.0392237	0.0436029	0.00433338	0.0260047	0.00350336	0.00508751	0.0587571	0.0514275	0.0189857	0.0160959	0.00161898	0.0243702	0.0277126	0.264183	0.114396	0.0123582	0.076701	0.0350324	0.529355	0.733281	0.907751	1.10162	1.36373	1.88909	0.4599415	0.113403	0.0538271	0.0186063	0.0191119	0.00557171	0.00420193	0.0109813	0.026244	0.042537	0.0332975	0.017365	0.000663448	0.00461921	0.0235576	0.00199809	0.019478	0.0571432	0.026076	0.0289872	0.00288084	0.017288	0.00232904	0.00338218	0.0390618	0.0341891	0.0126217	0.0107006	0.0010763	0.0162013	0.0184234	0.175629	0.0760506	0.00821574	0.0509909	0.0232896	0.358514	0.641486	0.3585137	1.504209
432	-79.47022	-123.0633	43.59304	0.0438299	0.123755	0.0509295	0.133348	0.00735813	0.00588059	0.0473916	0.0908426	0.0224611	0.0264958	0.0118192	0.0105421	0.0597078	0.0232902	0.0102572	0.0517587	0.0894065	0.0255115	0.0630723	0.0108994	0.0706691	0.0176395	0.0210399	0.042027	0.138503	0.00650002	0.00739154	0.00750492	0.00287021	0.00334477	0.0938217	0.0414547	0.00649694	0.00446018	0.0589474	0.449672	0.677199	0.885496	1.12931	1.47667	2.22385	0.5779041	0.030624	0.086468	0.0355845	0.0931701	0.00514113	0.00410877	0.0331126	0.0634718	0.0156936	0.0185126	0.00825808	0.00736574	0.0417179	0.0162729	0.0071667	0.0361638	0.0624684	0.0178249	0.0440687	0.00761541	0.0493766	0.0123247	0.0147006	0.0293643	0.0967722	0.00454157	0.00516448	0.00524369	0.00200542	0.002337	0.0655533	0.0289644	0.00453942	0.00311633	0.0411866	0.697274	0.302726	0.6972741	1.431228
468	-83.31728	-127.1663	43.84906	0.00451342	0.0653755	0.0307269	0.142444	0.0329358	0.0345394	0.0520109	0.00963923	0.0297699	0.00711535	0.119235	0.0685432	0.0139729	0.050024	0.0763824	0.0355971	0.0241299	0.0259604	0.114999	0.000297326	0.00829837	0.00792972	0.00797623	0.0128848	0.000668228	0.0302178	0.0865342	0.0691717	0.0137037	0.0235274	0.0354082	0.00667847	0.0205916	0.0384671	0.0684282	0.5733	0.762364	0.918833	1.08834	1.31171	1.74429	0.4022771	0.00329761	0.0477648	0.0224498	0.104072	0.0240636	0.0252353	0.0380003	0.00704263	0.0217506	0.00519863	0.0871157	0.0500792	0.0102089	0.0365486	0.0558067	0.026008	0.0176298	0.0189673	0.0840205	0.000217233	0.00606297	0.00579363	0.00582761	0.00941389	0.000488222	0.0220778	0.0632238	0.0505384	0.0100123	0.0171896	0.02587	0.00487944	0.0150447	0.0281049	0.0499952	0.721007	0.278993	0.7210074	1.368696
504	-76.97966	-120.6799	43.7002	0.0162726	0.253505	0.0660271	0.0957849	0.025027	0.00602876	0.0480866	0.00242711	0.00994637	0.0463751	0.00641847	0.0376868	0.0206451	0.0390244	0.106678	0.0159571	0.0549346	0.0636274	0.0548085	0.0514964	0.0291716	0.0403072	0.0943674	0.0293746	0.00278172	0.0124798	0.126345	0.0412784	0.0241771	0.0602612	0.0456837	0.0317846	0.00826432	0.0270521	0.0191179	0.731089	0.858337	0.95346	1.04881	1.16504	1.36782	0.2264799	0.0100872	0.157144	0.0409292	0.0593756	0.0155139	0.00373713	0.0298081	0.00150453	0.0061656	0.0287472	0.00397871	0.0233615	0.0127975	0.0241906	0.066128	0.00989155	0.0340531	0.0394416	0.0339749	0.0319218	0.018083	0.0249858	0.0584968	0.0182089	0.00172434	0.00773602	0.0783195	0.0255878	0.014987	0.037355	0.0283186	0.0197027	0.00512292	0.0167691	0.0118509	0.163401	0.836599	0.1634005	1.613204
540	-71.58219	-115.4142	43.83202	0.00761382	0.139639	0.0284968	0.0025132	0.0174571	0.0124364	0.0198076	0.0163385	0.0611759	0.0157351	0.0229211	0.00767608	0.00419491	0.000865018	0.0292023	0.0199276	0.0139845	0.0150798	0.0157532	0.0187908	0.0129006	0.0566342	0.0397315	0.0368703	0.00697011	0.0116316	0.00557707	0.0306785	0.0016209	0.0624584	0.0621421	0.00867059	0.00797062	0.0404494	0.0116663	0.262418	0.520765	0.815826	1.22575	1.92025	3.81071	0.967333	0.0087962	0.161324	0.0329221	0.00290348	0.020168	0.0143676	0.0228836	0.0188757	0.0706761	0.0181787	0.0264806	0.00886812	0.00484636	0.000999349	0.0337372	0.0230222	0.0161562	0.0174216	0.0181995	0.0217088	0.014904	0.0654291	0.0459015	0.042596	0.00805251	0.0134378	0.00644314	0.0354427	0.00187262	0.0721577	0.0717923	0.0100171	0.0092084	0.0467309	0.0134779	0.433763	0.566237	0.4337631	0.8655814
576	-66.20449	-110.5101	44.30558	0.0103119	0.110956	0.0814227	0.00264899	0.00657548	0.0345031	0.0285527	0.00807269	0.0508194	0.000247263	0.0262194	0.0177125	0.0335014	0.0120439	0.00626897	0.00193644	0.0024908	0.0408022	0.00640212	0.0528352	0.0297096	0.00973288	0.0128989	0.0100183	0.0100978	0.0012149	0.0188466	0.0782868	0.000857303	0.0122477	0.00991182	0.00152222	0.00115914	0.00444946	0.0444047	0.460269	0.684936	0.88864	1.12532	1.45999	2.17264	0.5610619	0.0132258	0.14231	0.104431	0.00339753	0.00843355	0.0442528	0.036621	0.0103538	0.0651797	0.000317134	0.0336284	0.0227176	0.0429681	0.0154472	0.00804043	0.00248363	0.00319463	0.0523319	0.0082112	0.0677651	0.0381048	0.0124832	0.0165438	0.0128492	0.0129512	0.0015582	0.0241722	0.100409	0.00109956	0.0157086	0.0127127	0.00195236	0.00148669	0.00570677	0.0569523	0.189287	0.810713	0.1892872	0.7796812
612	-69.43344	-112.9505	43.51704	0.043013	0.382911	0.191783	0.0640577	0.036327	0.0114854	0.0187081	0.00817458	0.105832	0.00287516	0.0234213	0.0685047	0.0194856	0.049227	0.0121403	0.0117372	0.0496309	0.128257	0.00971591	0.00132557	0.110038	0.00807474	0.0345522	0.0123357	0.0411311	0.00550468	0.0363451	0.0153554	0.0428826	0.0412991	0.0455107	0.00231048	0.00525981	0.0451858	0.199479	0.968152	0.984339	0.995087	1.00494	1.01591	1.0329	0.02340295	0.0228322	0.203257	0.101802	0.0340031	0.0192831	0.00609669	0.00993066	0.00433923	0.056178	0.00152619	0.0124325	0.0363637	0.0103433	0.0261307	0.0064443	0.00623036	0.0263451	0.0680815	0.0051574	0.000703641	0.0584103	0.00428624	0.018341	0.00654803	0.0218332	0.00292199	0.0192927	0.00815097	0.022763	0.0219224	0.024158	0.00122645	0.00279202	0.0239856	0.105888	0.338635	0.661365	0.3386351	1.883877
648	-69.91368	-113.7651	43.85142	0.0279023	0.0818196	0.0235478	0.0576278	0.00506892	0.00751589	0.102777	0.00123256	0.00813601	0.0522001	0.00390438	0.077714	0.00869315	0.00381754	0.0459318	0.0141389	0.027927	0.0271429	0.00412965	0.0682477	0.0250245	0.0885249	0.0474771	0.00481948	0.0218672	0.00217039	0.00712753	0.0128745	0.0295979	0.030949	0.0527032	0.0145335	0.0109725	0.0155124	0.053501	0.352394	0.601291	0.853254	1.17198	1.66309	2.83773	0.7541651	0.026147	0.0766726	0.0220664	0.0540026	0.00475005	0.00704308	0.0963117	0.00115503	0.00762419	0.0489163	0.00365877	0.0728253	0.00814629	0.00357739	0.0430424	0.0132495	0.0261702	0.0254354	0.00386987	0.0639544	0.0234503	0.082956	0.0444904	0.0045163	0.0204916	0.00203386	0.00667916	0.0120646	0.027736	0.0290021	0.0493878	0.0136192	0.0102822	0.0145365	0.0501354	0.298056	0.701944	0.2980563	1.06713
684	-74.15734	-117.8637	43.70633	0.0831916	0.0464859	0.0390288	0.10554	0.00473498	0.0243633	0.039663	0.00962903	0.00109657	0.0311738	0.00136075	0.0274804	0.000257197	0.00487378	0.0624738	0.0146285	0.00574337	0.0253116	0.00250652	0.0234745	0.0187537	0.0847183	0.0467035	0.014794	0.0394058	0.0130328	0.00566552	0.00536869	0.00588	0.112456	0.0407486	0.0138579	0.00841526	0.0113157	0.0133135	0.257501	0.515983	0.813481	1.22928	1.93805	3.88348	0.9810112	0.0842492	0.0470769	0.039525	0.106881	0.00479518	0.024673	0.0401672	0.00975144	0.00111051	0.0315701	0.00137805	0.0278297	0.000260467	0.00493574	0.063268	0.0148145	0.00581639	0.0256334	0.00253838	0.023773	0.0189921	0.0857953	0.0472972	0.0149821	0.0399068	0.0131985	0.00573754	0.00543694	0.00595475	0.113886	0.0412666	0.0140341	0.00852224	0.0114595	0.0134828	0.186404	0.813596	0.1864041	0.9874467
720	-79.28019	-122.9046	43.62444	0.0488169	0.0254046	0.0483259	0.0117628	0.0100568	0.00315565	0.0081061	0.00276847	0.0115082	0.0155448	0.0105999	0.0013088	0.0497256	0.00196434	0.0124546	0.0207722	0.00679795	0.00646439	0.00392794	0.0563046	0.0205948	0.00600591	0.0136746	0.00180226	0.0155514	0.0336566	0.00317886	0.00797963	0.0630578	0.0201362	0.00582837	0.0760312	0.0168328	0.00970165	0.0478021	0.16677	0.41747	0.761451	1.31328	2.39538	5.99628	1.295117	0.0699778	0.0364168	0.069274	0.0168617	0.0144162	0.00452355	0.0116199	0.00396854	0.0164967	0.0222831	0.0151947	0.00187613	0.0712805	0.00281583	0.0178533	0.0297764	0.0097447	0.00926655	0.00563061	0.0807113	0.0295222	0.00860933	0.0196022	0.00258349	0.0222926	0.048246	0.00455683	0.0114386	0.0903918	0.0288648	0.00835483	0.108989	0.0241294	0.0139071	0.0685232	0.582708	0.417292	0.582708	0.6976048
756	-67.34997	-111.3677	44.01774	0.00849277	0.170117	0.0338197	0.0148661	0.0454574	0.002627	0.000771793	0.00157778	0.009908	0.0174869	0.00170602	0.0104035	0.0304791	0.0223502	0.00878557	0.0128889	0.0400611	0.0342905	0.0220876	0.0104234	0.039194	0.0217339	0.020314	0.0416759	0.0592201	0.0136584	0.0514901	0.00451118	0.0329603	0.0664472	0.022024	0.0210034	0.00686697	0.0119843	0.0420226	0.378591	0.622691	0.862615	1.15927	1.60593	2.64137	0.7023154	0.00890502	0.178374	0.0354613	0.0155877	0.047664	0.00275452	0.000809256	0.00165437	0.0103889	0.0183357	0.00178883	0.0109085	0.0319585	0.0234351	0.00921203	0.0135145	0.0420057	0.035955	0.0231598	0.0109293	0.0410965	0.0227889	0.0213	0.0436989	0.0620947	0.0143214	0.0539895	0.00473016	0.0345602	0.0696726	0.023093	0.0220229	0.0072003	0.012566	0.0440625	0.737043	0.262957	0.7370426	0.9537064
792	-66.10369	-110.9458	44.84213	0.0912466	0.0558237	0.0026881	0.0135327	0.0013555	0.0111274	0.0376697	0.0162473	0.0119502	0.0129631	0.00974356	0.0151008	0.00571538	0.00983837	0.000672039	0.0139958	0.0123723	0.0530433	0.0160245	0.0191104	0.026368	0.0310766	0.00584023	0.0100051	0.00975251	0.0256909	0.024679	0.015897	0.0890197	0.010384	0.0035952	0.0202349	0.00342134	0.016823	0.0735301	0.963677	0.982117	0.994386	1.00565	1.01821	1.03769	0.02675303	0.117504	0.0718878	0.00346165	0.017427	0.00174557	0.0143295	0.0485097	0.0209227	0.0153891	0.0166935	0.0125474	0.0194462	0.00736007	0.0126695	0.00086543	0.0180233	0.0159327	0.0683074	0.0206358	0.0246098	0.0339558	0.0400194	0.00752085	0.0128842	0.012559	0.0330839	0.0317808	0.0204716	0.114637	0.0133722	0.00462978	0.0260578	0.00440589	0.021664	0.0946895	0.310922	0.689078	0.3109217	0.7765384
828	-78.60779	-122.7571	44.14928	0.0731353	0.0589098	0.0316067	0.04092	0.0446412	0.0188933	0.0287961	0.016306	0.0845198	0.0188239	0.0333362	0.00599779	0.00171504	0.0493992	0.0126246	0.0105956	0.00147279	0.00827248	0.0371047	0.0404743	0.0449444	0.0682109	0.000840509	0.0257037	0.00251211	0.019977	0.00193542	0.0280444	0.0150919	0.000395812	0.00963162	0.0527798	0.0319482	0.0587451	0.0123228	0.477214	0.69712	0.893542	1.11914	1.43447	2.0955	0.5349199	0.0738272	0.0594671	0.0319057	0.0413071	0.0450635	0.019072	0.0290685	0.0164602	0.0853194	0.019002	0.0336516	0.00605453	0.00173126	0.0498665	0.0127441	0.0106959	0.00148673	0.00835074	0.0374558	0.0408572	0.0453695	0.0688562	0.000848461	0.0259469	0.00253587	0.020166	0.00195373	0.0283097	0.0152347	0.000399556	0.00972274	0.0532791	0.0322505	0.0593009	0.0124393	0.257633	0.742367	0.2576331	0.9906286
864	-86.67313	-129.3502	42.67707	0.0785924	0.140041	0.00615019	0.0271237	0.00578276	0.00124919	0.0341851	0.0309416	0.0417172	0.0571732	0.0849608	0.0197892	0.0139852	0.000789382	0.02307	0.0181234	0.000193933	0.0448183	0.0361164	0.0170311	0.049291	0.10118	0.0314787	0.0288255	0.0163645	0.0301846	0.0308547	0.0888367	0.0269677	0.00297131	0.0128346	0.00915027	0.0134425	0.0902937	0.0125817	0.0891138	0.307529	0.692197	1.44468	3.25173	11.2216	1.748265	0.0640477	0.114124	0.00501201	0.0221041	0.00471257	0.00101801	0.0278586	0.0252154	0.0339968	0.0465925	0.0692376	0.016127	0.011397	0.000643295	0.0188006	0.0147694	0.000158043	0.036524	0.0294326	0.0138793	0.040169	0.0824553	0.0256531	0.0234909	0.013336	0.0245985	0.0251446	0.0723961	0.0219769	0.00242143	0.0104593	0.00745688	0.0109547	0.0735835	0.0102533	0.25062	0.74938	0.2506199	1.227091
